2.f) Rang lista nekretnina izgradenih 2020. godine koje se prodaju:
+----------------+------------+-------------------------------+-------------+--------------------+------------------+--------------------+------------------+------------------+-------------+----------------------------+-----------+---------------+---------+------+--------+--------+-------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+
| Tip nekretnine | Tip ponude |            Lokacija           | Kvadaratura | Stanje nekretnine  | Godina izgradnje | Površina zemljišta |      Sprat       | Ukupna spratnost | Uknjiženost |        Tip grejanja        | Broj soba | Broj kupatila | Parking | Lift | Terasa | Balkon | Lodja |                                                                                 url                                                                                 |      Cena     |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkDhlCq0v7b/                                        |   53 000 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkB8cQ3N94k/                                        |   53 000 EUR  |
|      Stan      |  Prodaja   |      Beograd, Mirijevo I      |    41 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Ne     |           Klima            |     2     |       1       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                                     https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-mirijevo-15-id14159/Nk5Wwk58Lgn/                                    |   53 000 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkEJONVgg5w/                                        |   52 950 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkaV59ObeD8/                                        |   52 900 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkTg7cAtaRk/                                        |   52 900 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/Nk13Sdp-F_0/                                        |   52 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkuAzlqI85K/                                        |   52 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkxM5nVldI9/                                        |   52 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        3         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkvN_0cZdll/                                        |   52 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        2         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/Nka2nbaQYJV/                                        |   52 800 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkoZzimvPnc/                                        |   52 750 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkmSuXfPGIe/                                        |   52 750 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NklK7Ljugl3/                                        |   52 700 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    39 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/39m2-t-zlatibor-stan/NkcoIAlNid8/                                        |   52 550 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    38 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/38m2-t-zlatibor-stan/Nkt7lhXah9e/                                        |   52 350 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    38 m²    |    Novogradnja     |       2020       |                    |        1         |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                         https://www.nekretnine.rs/stambeni-objekti/stanovi/38m2-t-zlatibor-stan/NkDlWfrqrLS/                                        |   52 200 EUR  |
|      Stan      |  Prodaja   |              Niš              |    57 m²    |    Novogradnja     |       2020       |                    |        1         |        2         |      Da     |           TA pec           |     2     |       1       |    Ne   |  Ne  |   Ne   |   Da   |   Ne  |                                https://www.nekretnine.rs/stambeni-objekti/stanovi/zavrseni-novi-stanovi-u-vrezini-id1208/Nkxm0Q80P5s/                               |   52 000 EUR  |
|      Stan      |  Prodaja   |      Beograd, Mirijevo I      |    50 m²    |    Novogradnja     |       2020       |                    |        -         |        3         |      Ne     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                          https://www.nekretnine.rs/stambeni-objekti/stanovi/50m2-mirijevo-stan/Nkx6k5EgjIe/                                         |   51 000 EUR  |
|      Stan      |  Prodaja   |        Zlatibor, Centar       |    36 m²    |    Novogradnja     |       2020       |                    |    Prizemlje     |        3         |      Da     |           Ostalo           |     2     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                                          https://www.nekretnine.rs/stambeni-objekti/stanovi/36m2-zlatibor-stan/NkO49uHAeyz/                                         |   49 300 EUR  |
|      Stan      |  Prodaja   |              Niš              |    53 m²    |    Novogradnja     |       2020       |                    |        2         |        2         |      Da     |           TA pec           |     2     |       1       |    Ne   |  Ne  |   Ne   |   Da   |   Ne  |                                    https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-stanovi-u-vrezini-id1209/NkCGc74xSZA/                                    |   49 000 EUR  |
|      Stan      |  Prodaja   |        Novi Sad, Centar       |    24 m²    |    Novogradnja     |       2020       |                    |        1         |        2         |      Da     |           Etažno           |     1     |       1       |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                                  https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-garsonjera-u-centru-grada/NkUn27JP-TV/                                  |   44 500 EUR  |
+----------------+------------+-------------------------------+-------------+--------------------+------------------+--------------------+------------------+------------------+-------------+----------------------------+-----------+---------------+---------+------+--------+--------+-------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+


Rang lista nekretnina izgradenih 2020. godine koje se iznajmljuju:
+----------------+------------+----------------------------------+-------------+--------------------+------------------+--------------------+-----------+------------------+-------------+------------------------------+-----------+---------------+---------+------+--------+--------+-------+-------------------------------------------------------------------------------------------------------------------------------------------------+-----------+
| Tip nekretnine | Tip ponude |             Lokacija             | Kvadaratura | Stanje nekretnine  | Godina izgradnje | Površina zemljišta |   Sprat   | Ukupna spratnost | Uknjiženost |         Tip grejanja         | Broj soba | Broj kupatila | Parking | Lift | Terasa | Balkon | Lodja |                                                                       url                                                                       |    Cena   |
+----------------+------------+----------------------------------+-------------+--------------------+------------------+--------------------+-----------+------------------+-------------+------------------------------+-----------+---------------+---------+------+--------+--------+-------+-------------------------------------------------------------------------------------------------------------------------------------------------+-----------+
|      Kuca      | Izdavanje  |        Novi Sad, Kamenjar        |    140 m²   |    Novogradnja     |       2020       |         -          |           |                  |             | Klima, Ostalo, Podno, Etažno |     4     |               |    Da   |  Ne  |   Da   |   Ne   |   Ne  |      https://www.nekretnine.rs/stambeni-objekti/kuce/prelepa-vikend-kuca-za-uzivanje-pored-dunava-dve-kuce-3500eura--troskovi/NkcLt3PU20C/      | 3 500 EUR |
|      Kuca      | Izdavanje  |    Beograd, Zemun (Kalvarija)    |    900 m²   | Standardna gradnja |       2020       |         -          |           |                  |             |            Ostalo            |     9     |               |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                             https://www.nekretnine.rs/stambeni-objekti/kuce/kalvarija-900m2-5-ari-eggas/NkiGCuKbLvv/                            | 3 000 EUR |
|      Kuca      | Izdavanje  |    Beograd, Zemun (Kalvarija)    |    900 m²   | Standardna gradnja |       2020       |         -          |           |                  |             |            Ostalo            |     18    |       6       |    Da   |  Ne  |   Da   |   Ne   |   Ne  |                   https://www.nekretnine.rs/stambeni-objekti/kuce/kuca-za-izdavanje-zemun-kalvarija-900m2-id-3144/NkPvmNZMJVH/                  | 3 000 EUR |
|      Stan      | Izdavanje  | Beograd, Kneza Miloša ( centar ) |    118 m²   |    Novogradnja     |       2020       |                    |     4     |        -         |             |          Centralno           |     -     |               |    Da   |  Da  |   Da   |   Ne   |   Ne  |                            https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzan-stan-za-izdavanje/NkIKYWjjbBH/                           | 2 500 EUR |
|      Kuca      | Izdavanje  |             Beograd              |    950 m²   | Standardna gradnja |       2020       |         -          |           |                  |             |              -               |     12    |       4       |    Ne   |  Ne  |   Da   |   Ne   |   Ne  |                       https://www.nekretnine.rs/stambeni-objekti/kuce/beogradska-veliko-selo-palilula-id1114/Nkuf7BjHMG1/                       | 2 000 EUR |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    90 m²    |    Novogradnja     |       2020       |                    |     13    |        15        |             |       Klima, Centralno       |     4     |               |    Da   |  Da  |   Da   |   Ne   |   Ne  |       https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-na-vodi-bulevar-vudroa-vilsona-35-90m2-1800eur/Nk9LgXvl6yI/       | 1 800 EUR |
|      Stan      | Izdavanje  |      Beograd, Centar (uži)       |    88 m²    | Standardna gradnja |       2020       |                    |     6     |        8         |             |          Centralno           |     3     |               |    Ne   |  Da  |   Da   |   Ne   |   Ne  |         https://www.nekretnine.rs/stambeni-objekti/stanovi/izdaje-se-ekskluzivan-trosoban-stan-na-savskom-vencu-sa-garazom/Nk0xxdK_ktP/         | 1 800 EUR |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    83 m²    |    Novogradnja     |       2020       |                    |     12    |        23        |             |       Klima, Centralno       |     3     |               |    Da   |  Da  |   Da   |   Ne   |   Ne  |         https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-parkview-atraktivan-30-stan-panoramski-poged--vudroa-vilsona/NkAbgwjHw7e/         | 1 550 EUR |
|      Stan      | Izdavanje  |        Novi Sad, Bulevar         |    112 m²   |   Izvorno stanje   |       2020       |                    |     5     |        12        |             |       Klima, Centralno       |     4     |       2       |    Da   |  Da  |   Da   |   Ne   |   Ne  |                  https://www.nekretnine.rs/stambeni-objekti/stanovi/4-soban-lux-112-m2-bulevar-oslobodenja-id1111/Nku-dwYvdUt/                  | 1 500 EUR |
|      Stan      | Izdavanje  |       Beograd, Banovo brdo       |    128 m²   |    Novogradnja     |       2020       |                    |     1     |        3         |             |        Klima, Etažno         |     4     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |            https://www.nekretnine.rs/stambeni-objekti/stanovi/banovo-brdo-128m2-35-i-prazan-eg-uknjizen-1500-eur-id1958/NkZY_e_SMIU/            | 1 500 EUR |
|      Stan      | Izdavanje  |      Beograd, Centar (uži)       |    88 m²    |    Novogradnja     |       2020       |                    |     2     |        9         |             |       Klima, Centralno       |     3     |       2       |    Da   |  Da  |   Da   |   Ne   |   Ne  |         https://www.nekretnine.rs/stambeni-objekti/stanovi/3-soban-lux-premium-88-m2-2sprat-kneza-milosa-residence-id11616/Nklc0o0qsfH/         | 1 500 EUR |
|      Stan      | Izdavanje  |      Beograd, Centar (uži)       |    88 m²    |    Novogradnja     |       2020       |                    |     2     |        7         |             |       Klima, Centralno       |     3     |       2       |    Da   |  Da  |   Da   |   Ne   |   Ne  |                   https://www.nekretnine.rs/stambeni-objekti/stanovi/kneza-milosa-residence-lux-30-garaza-id1726/Nk1NSYM1kOK/                   | 1 500 EUR |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    88 m²    | Standardna gradnja |       2020       |                    |     10    |        23        |             |            Klima             |     3     |       2       |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |           https://www.nekretnine.rs/stambeni-objekti/stanovi/30-stan-za-izdavanje-u-bw-vista-na-10-spratu-beograd-na-vodi/NkAfGy4_o27/          | 1 350 EUR |
|      Stan      | Izdavanje  |      Beograd, Centar (uži)       |    67 m²    |    Novogradnja     |       2020       |                    |     2     |        9         |             |       Klima, Centralno       |     2     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |         https://www.nekretnine.rs/stambeni-objekti/stanovi/2-soban-lux-premium-67-m2-2sprat-kneza-milosa-residence-id11619/NkK6_AWlzyS/         | 1 200 EUR |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    83 m²    | Standardna gradnja |       2020       |                    |     17    |        23        |             |          Centralno           |     3     |               |    Da   |  Da  |   Da   |   Ne   |   Ne  | https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-na-vodi-bulevar-vudroa-vilsona-83m2-bulevar-vudroa-vilsona/Nklx8XT_Pry/ | 1 200 EUR |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    57 m²    |    Novogradnja     |       2020       |                    |     22    |        23        |             |       Klima, Centralno       |     2     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |    https://www.nekretnine.rs/stambeni-objekti/stanovi/belgrade-waterfront-2-rooms-57-m2-22nd-floor-parking-lot-available-id2109/Nk_TiQqfwC4/    | 1 000 EUR |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    57 m²    |    Novogradnja     |       2020       |                    |     22    |        23        |             |       Klima, Centralno       |     2     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |       https://www.nekretnine.rs/stambeni-objekti/stanovi/belgrade-waterfront-2-rooms-furnished-flat-57-m2-22nd-floor-id11531/NkwD4wHdF3F/       | 1 000 EUR |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    58 m²    | Standardna gradnja |       2020       |                    |     -     |        -         |             |              -               |     2     |       1       |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                    https://www.nekretnine.rs/stambeni-objekti/stanovi/savski-venac-beograd-stan-u-novogradnji-58/NkbrKn_Mblm/                   |  900 EUR  |
|      Stan      | Izdavanje  |     Beograd, Beograd na vodi     |    60 m²    | Standardna gradnja |       2020       |                    |     1     |        5         |             |          Centralno           |     2     |               |    Ne   |  Da  |   Da   |   Ne   |   Ne  |              https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-sa-garazom-belgrade-waterfront-magnolia/Nk9rksqTkH1/              |  800 EUR  |
|      Stan      | Izdavanje  |     Beograd, Slavujev venac      |    92 m²    |    Novogradnja     |       2020       |                    |     3     |        3         |             |        Klima, Etažno         |     3     |               |    Ne   |  Da  |   Da   |   Ne   |   Ne  |              https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-slavujev-venac-stanka-vraza-92m2-stanka-vraza/NkGMuy8U--B/             |  700 EUR  |
|      Stan      | Izdavanje  |        Beograd, Voždovac         |    47 m²    |    Novogradnja     |       2020       |                    |     4     |        7         |             |       Klima, Centralno       |     2     |       1       |    Da   |  Da  |   Da   |   Ne   |   Ne  |                  https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdove-kapije-odmah-useljiv-sa-garazom-id1983/Nk589CT0bzA/                 |  550 EUR  |
|      Stan      | Izdavanje  |       Beograd, Stari Grad        |    32 m²    | Standardna gradnja |       2020       |                    |     1     |        5         |             |          Centralno           |     2     |               |    Ne   |  Ne  |   Ne   |   Ne   |   Ne  |                     https://www.nekretnine.rs/stambeni-objekti/stanovi/dorcol-skender-begova-32-m2-15-15-garaza/NknHdQxgcFZ/                    |  500 EUR  |
|      Stan      | Izdavanje  |       Beograd, Lekino brdo       |    31 m²    |    Novogradnja     |       2020       |                    |     1     |        6         |             |       Klima, Centralno       |     1     |       1       |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |                      https://www.nekretnine.rs/stambeni-objekti/stanovi/merin-hill-vojislava-nanovica-id31085/NkjD5AUNoBV/                      |  450 EUR  |
|      Stan      | Izdavanje  |        Kragujevac, Sušice        |    30 m²    |    Novogradnja     |       2020       |                    | Prizemlje |        -         |             |              -               |     1     |               |    Da   |  Ne  |   Ne   |   Ne   |   Ne  |            https://www.nekretnine.rs/stambeni-objekti/stanovi/iznajmljujem-poslovni-prostor-radionica-kragujevac-susica/Nkoh6y-D0Eg/            |  300 EUR  |
|      Stan      | Izdavanje  |       Beograd, Mirijevo I        |    50 m²    |    Novogradnja     |       2020       |                    |  Suteren  |        4         |             |            Ostalo            |     2     |       1       |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |                       https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-marije-crnobori-50m2-id1737/NkL7urA7Atz/                      |  250 EUR  |
|      Stan      | Izdavanje  |       Beograd, Mirijevo I        |    40 m²    |    Novogradnja     |       2020       |                    |  Suteren  |        4         |             |            Ostalo            |     1     |       1       |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |                       https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-marije-crnobori-40m2-id1738/NkrS9n-TNft/                      |  250 EUR  |
|      Stan      | Izdavanje  |       Beograd, Mirijevo I        |    27 m²    |    Novogradnja     |       2020       |                    |  Suteren  |        4         |             |            Ostalo            |     1     |       1       |    Ne   |  Da  |   Ne   |   Ne   |   Ne  |                       https://www.nekretnine.rs/stambeni-objekti/stanovi/mirijevo-marije-crnobori-27m2-id1736/NkQ9udl_AY1/                      |  200 EUR  |
+----------------+------------+----------------------------------+-------------+--------------------+------------------+--------------------+-----------+------------------+-------------+------------------------------+-----------+---------------+---------+------+--------+--------+-------+-------------------------------------------------------------------------------------------------------------------------------------------------+-----------+
